537.0,366.0,176.0,92.0
176.0,92.0,153.0,83.0
153.0,83.0,125.0,80.0
125.0,80.0,125.0,80.0
125.0,80.0,125.0,80.0
125.0,80.0,95.0,83.0
95.0,83.0,95.0,83.0
95.0,83.0,95.0,83.0
95.0,83.0,95.0,83.0
95.0,83.0,65.0,97.0
65.0,97.0,65.0,97.0
65.0,97.0,65.0,97.0
65.0,97.0,38.0,119.0
38.0,119.0,38.0,119.0
38.0,119.0,38.0,119.0
38.0,119.0,38.0,119.0
38.0,119.0,19.0,151.0
19.0,151.0,19.0,151.0
19.0,151.0,19.0,151.0
19.0,151.0,7.0,191.0
7.0,191.0,7.0,191.0
7.0,191.0,7.0,191.0
7.0,191.0,5.0,214.0
5.0,214.0,5.0,214.0
5.0,214.0,5.0,214.0
5.0,214.0,7.0,251.0
7.0,251.0,7.0,251.0
7.0,251.0,7.0,251.0
7.0,251.0,7.0,251.0
7.0,251.0,15.0,282.0
15.0,282.0,15.0,282.0
15.0,282.0,15.0,282.0
15.0,282.0,39.0,325.0
39.0,325.0,39.0,325.0
39.0,325.0,39.0,325.0
39.0,325.0,70.0,359.0
70.0,359.0,70.0,359.0
70.0,359.0,106.0,386.0
106.0,386.0,106.0,386.0
106.0,386.0,106.0,386.0
106.0,386.0,132.0,399.0
132.0,399.0,132.0,399.0
132.0,399.0,132.0,399.0
132.0,399.0,150.0,407.0
150.0,407.0,150.0,407.0
150.0,407.0,150.0,407.0
150.0,407.0,159.0,410.0
159.0,410.0,159.0,410.0
159.0,410.0,159.0,410.0
159.0,410.0,159.0,410.0
159.0,410.0,171.0,413.0
171.0,413.0,171.0,413.0
171.0,413.0,171.0,413.0
171.0,413.0,171.0,413.0
171.0,413.0,174.0,419.0
174.0,419.0,174.0,419.0
174.0,419.0,174.0,419.0
174.0,419.0,176.0,428.0
176.0,428.0,176.0,428.0
176.0,428.0,176.0,428.0
176.0,428.0,172.0,445.0
172.0,445.0,172.0,445.0
172.0,445.0,172.0,445.0
172.0,445.0,172.0,445.0
172.0,445.0,171.0,473.0
171.0,473.0,171.0,473.0
171.0,473.0,171.0,473.0
171.0,473.0,171.0,473.0
171.0,473.0,176.0,490.0
176.0,490.0,176.0,490.0
176.0,490.0,176.0,490.0
176.0,490.0,176.0,490.0
176.0,490.0,181.0,506.0
181.0,506.0,181.0,506.0
181.0,506.0,181.0,506.0
181.0,506.0,181.0,506.0
181.0,506.0,191.0,523.0
191.0,523.0,191.0,523.0
191.0,523.0,191.0,523.0
191.0,523.0,215.0,545.0
215.0,545.0,215.0,545.0
215.0,545.0,215.0,545.0
215.0,545.0,215.0,545.0
215.0,545.0,254.0,565.0
254.0,565.0,254.0,565.0
254.0,565.0,254.0,565.0
254.0,565.0,254.0,565.0
254.0,565.0,297.0,576.0
297.0,576.0,297.0,576.0
297.0,576.0,297.0,576.0
297.0,576.0,297.0,576.0
297.0,576.0,339.0,581.0
339.0,581.0,339.0,581.0
339.0,581.0,339.0,581.0
339.0,581.0,339.0,581.0
339.0,581.0,339.0,581.0
339.0,581.0,418.0,580.0
418.0,580.0,418.0,580.0
418.0,580.0,418.0,580.0
418.0,580.0,418.0,580.0
418.0,580.0,490.0,567.0
490.0,567.0,490.0,567.0
490.0,567.0,490.0,567.0
490.0,567.0,519.0,556.0
519.0,556.0,519.0,556.0
519.0,556.0,519.0,556.0
519.0,556.0,519.0,556.0
519.0,556.0,569.0,523.0
569.0,523.0,569.0,523.0
569.0,523.0,569.0,523.0
569.0,523.0,618.0,552.0
618.0,552.0,618.0,552.0
618.0,552.0,618.0,552.0
